comment,mark
В его возрасте очень опасно употреблять любые наркотики. А уж такие тяжёлые тем более.🤦‍♂️,1

Да они дохнут уже к 60 минуте...,0

Какой топ 10🤣🤣🤣🤣🤣 в Чемпионшипе есть шансы на 18-19 места,1

Этот дед уже заебал говорить глупости🙅‍♂️🤦‍♂️,0

Думаю  российские клубы боролись бы за сохранение прописки ......,1

"Ну так по факту же, в АПЛ кроме 1-ой команды и нет сильных. Зенит в двух матчах возил Челси еблом по газону",0

Дед таблетки забыл выпить,0

На Чемпионшип их бы хватило.,1

"Зенит бы в топ десять , Спартак думаю где нибудь на 13",1

"Зенит? Ахахах
Им бы в ЛК выйти из группы. А нет, они там даже не смогут поучаствовать лет 10😂😂😂😂",1

клоун))),0

Шинник,1

Зенит.,1

Спартак Семей,1

Тоттенхэм,1

"Боруссия Д пацаны, не гадайте.",1

Ждём его в Ахмате,1

Дортмунд  или Неаполь?,1

Алматинский Кайрат,1

Бред какой,0

Амкал,1

ФК Путин Хуйло,0

Тудротс неужели,1

Спортинг,1

"Хотел бы играть, уже бы давно запросы по зп снизил, до символических цифр и играл бы в лч, но нет надо кучу денег ему, да ещё и клуб подавай с участием в лч.",1

Спартак,1

ФК Кайрат,1

Анжи?,1

Джентльмены 2,1

##здобол,0

2 лучших тренера)) тухель и конте,1

"Угадайте, с какой командой на выходных играет Лидс Юнайтед))))",1

Трус ебаный),0

Пенсоблядей обоссывают все кому не лень🤣🤣🤣,0

Пидор),0

Ой мразь😏,0

"Если учитывать тот факт что Конте вообще сам его спровоцировал, эти слова звучат как минимум глупо",1

Чмошник сука,0

"В жопу вас, победа минус -1,5 железа",0

Всё правильно и логично говортт,1

"Какие нахер карточки и удаления, это же шоу, за это и любим Апл. Это плюс для болельщиков. А не смотреть на стандартную унылую рукоподатия.",0

Боятся ТТ 🤣😎,1

Гнида,0

Цель: уничтожить Лидс!!!,1

"По факту говорит, получил красную значит сьебался",0

Сазан,0

"какая разница? свою дисквалификацию он получит всеравно, пусть не сейчас. слова этого марша больше походят на какое то нытье",1

ИДЕАЛЬНО!,1

Ну точно не вброс😄,1

"Какого хуя , я блять не пойму?",0

"Отдайте его бесплатно любому клубу. У соперника всегда 12 игроков, когда он на поле",1

"Чтобы охлаждать, если Томас снова вспылит",1

Лучше Чалобу оставить чем покупать Магуайра,1

Зачем?,1

опа Мартышка,0

Чегооооооооооо? Тухееееееель! Ты мыла наелся?,0

МЮ лишь бы кто-то забрал Магуайера:,1

На самом деле в схеме 3 цз Тухеля увидите он будет хорош с подстраховкой,1

по стебаться так они хотят над ним?,1

"Да мы тут, фаны мю, и денег если что подкинуть можем за такое..",1

"Доплатите ещё чтобы забрали, сколько пропущенных голов на его совести не сосчитать",1

Тен Хааг несёт Магуаера в Челси,1

Да он так то нормальный пень такой вообще 🪵,0

"АХАХХАХА. вы че, ебанутые?)))))",0

обоссы меня господь только не это!!,0

"Ага, Тухель увидел новости и угарнул",1

Да да пусть забирает Челси его пожалуйста) хоть бесплатно),1

Клоун 🤡😂,0

Апхахахахахаха манки хотят избавиться от бесполезного бревна?😄,0

"нахуй он нужен
худший защитник за всю историю апл",0

что они там курят…,0

вместо Рюдигера,1

Что те 🤦‍♂️что те 🤦‍♂️...чемпион лига его клоуны 🤡,0

Фейк,1

Не надо 😳,1

Да нееетт),1

Мэйл расходимся,1

Нужно будет мю доплатить чтоб продать,1

Такие бродяги нам не нужны,0

Бесплатно забирайте,1

"Вхахахаха, что за высер полоумного дауна🤣🤣🤣🤣",0

"Если в понедельник у него будет гол + пас, я ему прощу все косяки",1

"Тот случай, когда комментировать только портить)",1

Не дай бог,1

"Я как фанат МЮ не хотел бы чтобы такой прекрасный игрок переходил в стан пенсов, уж лучше в 3 дивизион Таджикистана с заралатой 15 тысяч рублей в месяц, иначе эта недвижимость не раздуплится",0

"Челси ты чеее,,, ?? Неее неее неее",1

Давай быстрей уходи !,1

хаххаха я его обменял на араухо в фифа 22 по приколу)),1

Только не этого бездаря. Куда они смотрят,0

"Продано, забирайте бракованого холодоса",0

Супер усиление будет,1

"Серьёзно,да нах это бревно не надо,мы не всех своих продали!!!",0

Будет нашим снайпером,1

Лучшим бомбардиром будет в конце сезона 😁,1

Отдайте его бесплатно,1

потом челси на дно опустит,1

Эй ало нахуй он нужен,0

Вот почему не обменять с доплатой,1

Как это дерево вообще можно покупать,0

Неее нааадооо,1

ахахахха нахуй он им нужен,0

Естественно отдавайте его туда,1

"Бля мужики вы все тут такие гении,Магуайр в сборной топ.Если мы его поменяем,с таким опорником как Канте он будет выжигать всю штрафную!К нам приходит качественный опорник-Каземиро,почему бы не дать холодильнику ещё один шанс.Хуже точно не будет",0

"Да ладно, забирайте парни😄👌",1

Жаль челси,1

Ахахахах,1

ЧЕЛСИ НЕ НАДО!!!! ПОЖАЛУЙСТА ПОЖЕЛЕЙТЕ МОИ НЕРВЫ 😬,1

Пусть    идёт нахуй,0

Нахуя🤣,0

За бесплатно пусть забирают дебила этого,0

Нахуя это кенгуру Челси нужно !!!смешно ..в Австралию его,0

"А прикиньте,перейдёт и заиграет))",1

"Только не его , даже чалоба лучше него , нахер он нужен",0

"Челси, одумайся",1

Синий холодильник едет в Лондон🤣,0

само собой!!,1

"Пиздеж, у них так не принято",0

Тухеля надо оставлять это сто процентов. Просто дать ему в помощь спортивного детектора получше. То он не чёрта не может купить.,1

да ты нихрена никого и не тренировал...🤣,0

Ну очевидно что включит. Он что должен сказать что Кейн не топ футболист? А так Кейн обычный игрок. На уровне ниже чуть Дзюбы,1

"Не ну ураган монструозный нап, он и пасы вырезает не хуже КДБ или Эриксена, завершение топовое  
Самая умная 9 последних лет 15",1

Все будем помнить все его трофеи,1

"Зря Бавария после продажи Левы не попытались купить Кейна. Да и сам Кейн мог бы не продлевать контракт и сказать отпустить его. Все еще нет трофеев,а игрок лучше многих нападающих ,у которых дофига трофеев. Еслиб играл в Бундеслиге или Ла Лиге ,то у него и по ассисту минимум 15 было бы,не говоря о голах...",1

Лукаку вышел из чата 😂😂😂,1

Одеревенел,0

"Кейн один из лучших напов, у него есть все, скорость, дриблинг, рост, чутье, хорош на втором этаже",1

кейн хороший бомбардир )) как в Англии так и в АПЛ,1

"Бляяя, ему уже 30 😄И 70 лямов вытянули у МЮ за его 🤣🤣🤣",0

Жаль не втянули Роналду в эту схему...,1

"Хозяин Ливерпуля. Имел эту помойку и вне АПЛ, А теперь пришёл иметь помойку за Мю",0

"Чет не понимаю, вроде Глейзеры бабок на топов дают, а болелы мю все равно их поносят. Чё их все так ненавидят в Манчестере?",1

На жесткое понижение,1

Из реала в нынешний МЮ...? Он под гипнозом что ли?,1

Пропал пацан,1

А на хуя его продали,0

каземиро норм так звезду поймал после финала лч!!!))думает на своем горбу сможет вытащить эту кодлу бесхребетных пидорасов))всякое конечно может быть))но апл это не лол лига и даже не лч)),0

Не знаешь где смотреть АПЛ? Пиши в лс,1

Обделается по полной),0

"Будто под Роналду состав подбирают. Варан, Каземиро. А так трансфер топ, даже учитывая, что ему 30. Мактомини посидит на лавке немного)",1

Не заиграет,1

"Неужели ему мало платили в Реаое, чтобы уходить?",1

а он хорош,1

Наконец норм трансфер в мю,1

Если реально у каземиро не будет желание как у реала он просто за бабки перешел просто будет фату катать,1

Не заиграет. В АПЛ бегать надо.,1

добро пожаловать в чемпионшип),1

Зачем он это сделал я до сих пор не понял.,1

😳😳 Такие Трансферы нужны для МЮ,1

Мю как команды Китая и арабов. Сюда старики приходят чтобы доигрывать,1

"Бляха муха. Неужели из-за зп так можно уйти на понижение по всем статьям. И в итоге...пропасть "" без вести"" в этом МЮ...",0

Все бл.д. ради хреналдо,0

"Это хорошое усилие, переходы таких громких имён нужны МЮ сейчас. Каземиро один из лучших опорных полузащитников в мире! 

Вот бы ещё два топовых защитника купили.",1

"сколько зависти у всех, понимают что наш Юнайтед подписал топ опорника 😎",1

Дурак это не ман сити,0

Будущая гроза чемпионшипа,1

зачем иностранцам делать визу хаха,1

мю решил собрать состав реала хахаах,1

"Мда, зачем играть за сильный клуб, в котором все более менее стабильно. Лучше перейти в тот, где все разваливается)",1

"Тольк там 60+10 млн ЕВРО
а не фунтов. Разные цифры и валюты",1

"Все тут базарят за бабки , а сколько он в Реале получал? Есть у кого инфа",1

Очередной погба,1

И все-таки он пропал,1

"Каземиро ,Фабиньо ,Родри , Канте ,Партей ,Хейбьерг ,Ндиди , Камара , Пальинья , Бруно Гимараэш , Райс  - все лучшие опорники в АПЛ . Все говорят про ЛЧ ,а у них в этом чемпионате итак борьба не меньше ЛЧ ...",1

потеряется так же как португальский нытик,0

30 лет. 80 млн... Мю Мю...,1

За 32 летнего 70 Лямов ну это точно перебор 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,1

"Браво Верхушке апл
Никакому из них конте, ромеро, Тэйлора и майке Дине никаких проблем нет, они белый пушистые ни в чем не виноваты
А без обидная Челси(Которая представляя флаг Англии выигрывает Евро кубки в то время как путенхэм ни одного за этот время нормальных трофеев не взяла, просто тащят за уши) и Тухеля так сразу же большие штрафы так ещё и дисква в то время как Конте первым начал провоцировать 
Браво
В апл царится коррупция не более",0

"Конте собака бешеная, его в клетке держать надо",0

Вот так нормальные мужики благодарят друг друга после зарубы,1

"15 штук для конте 
Чаевые официанту)",1

"Я не понял, а за что так с Тухелем? Понимаю, что с Конте, но Тухель не заслужил такого штрафа",1

Обиженные клоуны в комментариях,0

Портят интригу и че им теперь как на похоронах сидеть что ли,1

Как же горят пенсоблядские жопы🤣🤣🤣,0

Физруку ещё и штраф впороли.,0

Тухель бы избит итальянцем😂,1

В 53 матчах всего 12 голов. Это ж очень мало для нападающего,1

"Он не Уэлбек, он УэлБог",1

"Когда отлично играл в мю, а сейчас за 53 матчей всего 12 голов.",1

ЛЕгенда👏👏👏,1

А мопе сбагрили,1

Помню как эта легенда за Арсенал банки ложил в ворота МЮ.,1

"Век гейства
Все хотят в мю",0

сколько там бабла🤔,1

100 лямов за него многовато как-то,1

Это что за игрок такой? Получится как Пепе в Арсенале,1

"Мю красиво придумал,
Не знаю получится у них так посмотрим",1

Самый дорогой игрок в истории петухов,1

Ничего себе Ницца банду сбитых летчиков собирает,1

А он не оттуда ли к канонирам переходил?,1

Из Лиля перешёл думаю,1

Самое бесполезное подписание в истории Арсенала,1

Дно),0

"А такие деньги были отданы ,гг",1

Топ нападающий) даже для своего возраста,1

Правильно уходи  из Барселоны,1

обратно в Англию 😎,1

У Челси на протяжении многих лет проблемы с нападающими. Надеюсь найдут уже кого нибудь,1

Барса же недавно купила🤔,1

Барселона во все щели имеет членси,0

"из арса в челси, классика 😉",1

Ненужен Челси Обемеянг,1

"Можно и бесплатно получить, барса зарплату не могут платить",1

Отвратительный игрок толку не будет,0

"ПроИпали жиру бесплатно..аубу могли взять бесплатно до барсы,но как обычно их нагнули",0

Муму позор футбола,0

Рабочая лошадка,1

"Пост про арсенал, но пишут про МЮ. С вами точно не всё в порядке.",1

"Мама, сестра, окружение, папа. 
Лагерь",1

Его надо удерживать всеми зубами ногами и ещё чем то! Он игрок мирового уровня,1

Такие вещи не требуют времени если все стороны согласны😂,1

Мю позор футбола!!,0

"Пенсобляди снова вернутся в чемпионшип, а их секта мудазвонов будет обоссана",0

"15 за Казадеи, 20 за Чуквуехуеку, у них двоих во взрослом футболе даже матчей 10 не наберется. Челси совсем поплыл видать",0

"С Вудом,  Мерфи,  Альмироном в нападении рано или поздно Бруно уйдет",1

"Интересно, где обещанные топ трансферы от самых богатых владельцев в мире",1

"Странно, что шейхи не поддержали его в это ТО. Видимо, бороться за еврокубки не в их планах",1

"по-моему шейхи не хотят шуметь на ТО. Ведь они подписали с ним новый контракт. Дают время найти игру свою, и хотят вписаться ФФП.",1

А почему бы в основе не попробовать было?,1

Мю позор футбола!!!!,0

козлодоев)),0

Ноотиии останавииссс.,1

"Всех англичан распродают, чтоб набрать португалов.",1

"АПЛ, за кого вообще отдали 35 лямов",1

АПЛ на русском в лс,1

Мощная трансферная компания 💪🏻,1

Из них легко достичь,1

Негр какой-то,0

Грамотно обoccaл пенсоблядeй,0

Лапорта не оценил,1

На повышение,1

Через пару лет перейдёт в Барселону со словами «всегда мечтал выступать за родную команду»,1

"2017/18 = Барселона Б - 3330 минут в Сегунде (~80 минут за матч) с другими турнирами 48 игр
2018/19 = Эйбар - 2361 минут в Ла-Лиге (~70 минут за матч) с другими турнирами 31 игра
2019/20 = Хетафе - 3250 минут в Ла-Лиге (~80 минут за матч) с другими турнирами 37 игр
2020/21 = Хетафе - 3250 минут в Ла-Лиге (~80 минут за матч) с другими турнирами 38 игр
И защитник с такими показателями к 22 годам едет в другой чемпионат вместо того чтобы играть за команду которая его воспитывала с 14 лет",1

В игре с петухами не впечатлил!,1

Ну Челси в данный момент по-лучше Барсы играют,1

Кукурелья подстригись🤣🤣🤣,0

АПЛ на русском в лс,1

Сбрей уже эти патлы!,1

Наберётся опыта и обратно домой 😉,1

Не фан мю. Но этот клоун просто заебал.,0

"Агбонлахор не смог разобраться кто ему по плечу постучал в открытом поле, зачем его вообще слушать)",1

"Ууу легенда со в среднем восемью голами за сезон, ну тут авторитет oяeбу",0

"Ему бы рот открывать, супер нап бл#ть! За 49 матчей 7 мячей забил😆",0

Агбонлахор создает безголевую атмосферу...,1

Это же очевидные вещи.,1

"Ну да, до Роналду ведь круто играли 👍",1

"Конечно Роналду великий игрок, что происходит в раздевалке никто не знает.
Но в любом случае ему надо научиться у Ибры как вести себя перед молодыми игроками. 
Ибра пришел в Милан на второй год сразу скудетто выиграли. Хотя Ибра далеко не тот что был раньше но вы посмотрите как он разговаривал с ребятами это просто надо слышать!",1

"нн на Рона пиздит, всем похуй что капитан Магуайер до сих пор, а Де Хеа до сих пор стоит на воротах",0

"Агбонлахор блять, кто болбой ебучий",0

"Фан Челси, но без голов рона в прошлом сезоне мю вылетел бы в Чемпионшип )",1

"Сказала нулевая хуйня , 
Криш в первую очередь пример , тренер должен приводить его в пример , этому сброду",0

Агбонлахор на боксёра похож,1

Иди на нах...,0

Где он и где ты пюздюк цена твой ниже красовок рона🤣,0

"Хочу задать вопрос отбросам болеющим за Фк 2004,че вы додики скулите ? Вашу помойку недостаточно затащили ? Какие могут быть претензии? Судья поставил вашей помойке такой же блювотный футбол как и история вашей денежной мусорки ? Судья вынудил жоржиньо отсосать у своих ворот? Может быть судья не удалил джеймса и засчитал гол этого же отброса после фола на хозяине кукурельи ? А ну тут челси как раз судья и затащил,может быть это судья мешал п.доркам в синий форме элементарно накрыть Кейна ? Забавно лицемерие и скудоумие отбитых фанатиков челси когда помойку не только в этот раз вытащили но и в других поединках с 1 клубом Лондона. Рад что даже на своей помойке челси был традиционно обоссан",0

"Такой парик провокатор , а щас стал ,как девственница",0

"Не зря тренер петухов, самый главный из них",0

Петух есть петух,0

конте настоящий итальянец!!импульсивный эмоциональный))такой как он не смог бы сдержатся в такой ситуации))но есть другой тип макаронников))раньери и анчелоти вот совсем другие!!спокойные и сдержанные а конте псих))не смог сдержатся даже играя против своего бывшего клуба!!!но как фан челси у меня нет к нему притензий!!а вот судьи и вар продажные пидорасы по факту!!!но так было всегда и врядли изменится!!!!,0

Конте потерял последнее уважение. Теперь он обычный тренер петухов,0

"вот только Конте будет на бровке в следующем туре, а Тухлый нет)",0

Он так же язык любит показывать как дзюба в известном видео) На том и сошлись),0

Лайк поставил охуеть реакция сенсация срочно молния ⚡️ ч,0

обоих на бутылку,0

Судья тащил петухов)))),0

Челси всегда заслуживают,1

Типа это не я просто пальцы застряли в волосах да?,1

Пидараззз,0

"И какой толк с того что он жалеет. Хочется чтобы если судья совершал ошибки, то его также дисквалифицировали на несколько матчей. 
А то последнее время уровень судейство в АПЛ падает потому что знают им ничего не будет.",1

"Петухи попущены, а как с пеной у рта доказывали что там нету красной карточки, уже и дин признался что спас их очко",0

"Дин ,ты такой долбан.Толька щас понял чтоль .с таким опытом работы .",0

"Ромеро просто поприветствовал Пуделя , Велком ту АПЛ",1

"Ну там  желтая карточка была бы,",1

"Надо сделать так что бы они на след матч вышли в меньшинстве, так будет справедливо",1

"АПЛ сильнейшая лига, а уровень судейства дно донное! Зачем вам видео ассистент? Задаешься вопросом:значит перед матчем была задача спасти шпор от любого отрицательного исхода!? От этих извинений толку нет! Тухеля по-человечески жалко! Судьям за убогое судейство ничего, а вот тренерам за эмоции наказание! Как будто они не люди!!!",0

Из за них сгорел мой экспресс на 60к.,1

"""Я должен был изучить эпизод, в котором Ромеро схватил Кукурелью за волосы, и я решил, что это не было умышленной грубостью"" 😂😂😂",1

Два лысых пидараса,0

Долг в два очка верни,1

Больше двух десятка лет работать судьёй и быть таким никчёмным это же надо уметь,0

Нехер такие волосы растить...😀,0

"Уволить,освободи кресло",0

Пошла ты нахуй сука клоун блят нахуй нам нужен твой желание,0

Поздно уже далбаеб,0

"В смысле нахуй не было УМЫШЛЕННОЙ ГРУБОСТИ?!
Он ебанутый или чо с ним нахуй",0

Петушков вечно кто то вытаскивает…,0

Отличный результат. Че вы ноете ?,1

Дин фан тоттенщита,0

"Да хуля толку что он признал?! У Челси -2 очка, ему тогда -2 месяца без ЗП! Тогда может Вар начнут пользоваться, дебилы!!!",0

"Уже 2 тура прошло, а Арсенал еще не душат) судьи готовятся, на пенсах тренировка прошла успешно",1

С какого там ракурса это вообще могло показаться неумышленной грубостью?,1

Шкура продажная топишь просто против Чесли....,0

"Пиздец ебанат обоссаный, пиздей мешки тоскать тогда раз в голове дерьмо собачье",0

"Этот хуесос просто за Тоттен топит, вот и все",0

Нахуй мне твои нелепые оправдания прямо скажи да что ты специально сделал такой выбор и что ты против Челси,0

У меня из-за этой ничьи экспресс сгорел …суки,0

"Это всё происходило на глазах Тейлора, так что всё понятно и без повторов, просто затопили Челси они вдвоём",1

"Нормально у команды минус 2 очка, а он только ошибку свою признал",1

"неделя прошла, до сих пор сральники горят🙈",0

В прошлом сезоне в матче с нами сука судьи угробили теперь вот челси досталось,0

"Арбитрам ""VAR"" вникать в подобное нет необходимости. Это как минимум не спортивное поведение игрока. Там уже главный арбитр решит.",1

Пон,1

Следующей тур с Ливером !,1

Это говорит легенда который играл за Бунедкор из Узбекистана?,1

Дно мумушня,0

Очередной развод МуМу на бабки,0

"Лучший ОПЗ 21 века переходит в развалившийся Юнайтед... Прощай, Касе, будет сложно найти тебе замену, но у Мадрида она есть",1

Википедия так уже объявила),1

"Челси подписывает 31 летнего Кулибали- топ трансфер, МЮ подписывает 30 летнего Каземиро- развод на бабки, старый не заиграет в апл.",1

Там уже ничего не поможет. Менять 4/5 состава надо.,1

А чо не 800,1

Очередной талант загубить,1

"Тен хааг за пару недель уже переплюнул Рангника, вот это клоун.",0

МС там.....,1

Коди сильнее кажется,1

Аякс сразу продал бы за 80 млн)))) бред,1

ДААААА 🇧🇷🇧🇷🇧🇷🇧🇷,1

"Они покупают вингера, а у них проблемы в защите+опорке",1

В Арсенал Антони в след сезоне,1

"Жесть, туда ещё и квалифицироваться нужно?😅",1

Скамакка чёрт,0

Дзюба стартанет круче всех,1

"Нелепое сравнение...бюджет,игроки,уровень чемпионата....Васю снова не совсем в нужное русло несет",1

"Банальная перестройка нужна, как Милан и Интер в свое время",1

Сравнил 🤣🤣🤣,1

"Торпэээээээдо, впирет!",1

Торпедо»>МЮ,1

"До конца сезона ещё много времени, думаю мю повезёт кого- нибудь выиграть..🙄",1

Мумушня,0

Жируткин опять строит из себя центра вселенной...💩,1

Скамака отгрузит 3,1

"Вест хэм победа, 3:1",1

Огбонна норм,1

"Говорили Огбонне, иди в Милан, там бы ещё быстрее началось возрождение. Но нет, дибил пошел в жувку, в итоге в лиге конференций капитанит😂",0

"Кому интересно АПЛ на русском, и другие турниры в прямой трансляции в лс",1

Райс?,1

"Нкунку и Леао надо забирать,со стерлингом бомбовое трио получится",1

"Леау натурал, вряд ли ему интересен переход в клуб пидорасов",0

Пошли они нахуй,1

"Ну или обама или Роналду, нападение челси сейчас это просто стыд.",0

Челси скоро станет...Как МС и ПСЖ денежные мешки,1

Пошли нафиг. Леао наш,1

Кьеза 😀,1

"Кому интересно АПЛ на русском, и другие турниры в прямой трансляции в лс",1

Сосать вам хуй чёрного китайца)))  захотели. Никто в этот говно клуб не пойдёт!!!,0

Многие уже очконули 🤣,0

Челси 💙,1

Давайте с этим летом разберёмся☝,1

Чуланси мешок,0

Не пошел на понижение,1

Лорентье натурад,0

"Ньюкасл молодцы, деньги направо налево нерасбрасывают👍",1

"Льоренте красава, в говноклуб не пошёл.",0

"Че за ним все в разное время гнались, посредственный форвард, в чем фишка?",1

После 2 туров пока на первом месте идёт,1

С лысым больше не здороваться,0

Легенда ТТХ уехал доигрывать в Турцию,1

Там лысого гонять,0

Спасибо что не в МЮ,1

Почти Тотенхем,1

Туда и дороге сссссууке,0

Кудааа аааа?,1

"Там балотелли играет,классный дует будет,если ток Дзюба на банку не посадит бало",0

Снова с ракицким будет в команде,1

"Он науйх , когда перейдет?)",0

Привет Балотелли,1

Наконец-то этого дрочера не будет в РПЛ,0

"Мужик педжаке, не в курсе.....",1

Ого там оказывается тренер Винченсо Монтелла и + Ракитский бегает,1

"Ахаха
Распиареное гавно",0

Это кто??,1

Это шикарно 🤣,1

И чем это связано с АПЛ?,1

😂😂😂 рукаку рулит..,0

Почти ФК Гомель,1

"Кстати составчик у этого клуба весьма солидный ,думаю в этом году за еврокубки побьютьца",1

"Соболезную клубу. Хотяя. Хотя бы подрочат вместе. На секунду, к Дзюбе и его выходкам адекватен, но форвард мертвый, разве что у вас топовые вингеры и то не факт, что сработает",0

Я б ему руку не жал.,1

Как он дзюбу за правую руку схватил,1

Я думал тут про футболистов и про футбол? Это футболист? Максимум укротитель удавов,0

На повышение😩😩😩,1

"Этот дурак из зенита ушел и уехал в турцию играть. А там в турции будет у него одноклубник из италии, еще один дурак балотелли. Вот весело будет)))",0

"Харош, перешол в хороший клуб!",1

Как это к АПЛ относится?,1

Апельсины собирать будет на плонтации🤣🤣🤣,0

там турки и посадят его на бутылку,0

Зачем Турция даёт работу фашистам?,0

Только хуеплёт по понятиям может поехать играть в Турцию,0

"Буду ржать если он там заиграет и потом за него будут драться Ливер, Барселона, МЮ и Ттх",1

"Тот Ноттингем ебанутый, зачем 16 игроков подписывать. Только не начинайте сохранить прописку в АПЛ.. Бред.... Вылетят",0

"Лесники останутся в апл 100%, скриньте",1

"За гипс уайта чуть больше сорока отдают, за ауара менее 15 не хотят давать ?",1

"Бля, жаль",0

Бля че нет получше вариков? По мне так мелковато для Ауара,0

сделайте чат,1

Требовал менее 15 лямов? А Форрест хотели больше 15 заплатить ? Что тут происходит?!,1

И этого игрока хотел купить реал,1

"А год назад нос воротил когда арсенал хотел его, мол не в лч играете,",1

Реал,1

Когда то он стоил 80 млн,1

В Милан бы его,1

Арсу за 40 толкали)) вроде,1

распиаренный сакс,1

Переплата,1

Писец цифры,1

Потому что не португалец🇵🇹,1

"16 новичков, пзц 
Хотят железно остаться в АПЛ",0

"Барса: ахуеть как так можно?
Без рычага 🤣😁",0

Так они продали за 40 одного из своих,1

Кому АПЛ на русском интересно?,1

Лесники молодца. 😁,1

АПЛ бесплатно в лс,1

Он же Блэк,1

Ну это сразу минус карьера,1

"Есть де хеа, хендерсон в аренде, а так же есть хитон и грант, ищут вратаря",1

"Пусть идёт, и дорогу даст молодым, плюс в след сезоне скорее всего модрич тоже сольётся и кросс (может в Германию вернётся) 
Полузащиту нужно воспитывать на дальняк",1

Смысл если все равно вам будут по 4 банки закидывать,1

"Надо купить и де Йонга,и Каземиро,и Антони",1

Хоть раскачает эту доную помойку...хоть начнут уже не по 4 банки пропускать а по 1.2...,0

сколько ему лет вообще?,1

Вряд ли он согласится играть в чемпионшипе,1

топппп,1

Кому АПЛ на русском интересно?,1

"Нах не нужен , игрок одного клуба, выйграл все трофеи по 70 раз , плюс скорее всего получит жирную личку и просто забьет болт на игру и будет просиживать лавку или прогуливать свою жирную жопу по полю . Ну просто трэш",0

Переход в днище серьезно мю 👍🏻,0

Опять сожрёт центр Ливерпуля,1

Роналду в Реал переходит же,1

Выписан из петухов?,0

30 лям🥶,1

В фифе у меня за реал катает,1

"хорошая сделка, хоть зарплату наполи почти всю платит. а то в ТТх толку нет от него",1

чтобы также бросал ауты как батя?,1

"На 3-4 года, если закроет позицию опорника, то за это время Т.Х уже внедрит свою систему в клуб. А через 3-4 года игроки сами будут рваться играть за наш клуб даст Бог",1

Рори помню кидал с аута как батя,1

Ауты на чужой половине поля от Рори Делапа в Сток Сити были как стандарты),1

"Я тоже считаю, что китайцев нельзя оскорблять",1

Легенда Казахстана,1

"Казах всех отпиздит 
Шовинисты ебаные",0

Челси смотрит на эту ситуацию осуждающе и с широко открытыми глазами,1

"""пудели слишком жесткие, овчарки быстро развариваются, самое лучшее рагу это Чихуа Хуа "" - ответил хейтерам Сон Хин Мин",1

Можно брать нормално игрок  забис,0

"Лучше бы расследовали почему в одной из самых развитых стран детям хавать нехуй, а они хуйнёй занимаются азиата назвали азиатом на сленге",0

"Жаль его, наверное боратом и мамбетом обзывали",1

И че,1

забавно)) расизм пытаются искоренить хотя это не возможно по природе людей!!ничего не изменится в этом плане и изза обидок всяких негров и тд они так парятся а то что в апл беда с судьями все 25 лет что я смотрю футбол и от этого страдает сам английский футбол всем почему то похую))руководство английского футбола кончиные))могли бы послать боссов манкоблядей нахуй со своими взятками и искоринить всех продажных судей в апл и тогда уровень апл резко бы вырос!!и так апл впринципе доминирует в нынешнем футболе а с норм судьями была бы полная доминация апл!!и бабок руководство апл подняли бы за этот счет куда больше чем за взятки от всяких хуесосов из города манчестера!!,0

"Если бы не этот расизм, то люди, негры и азиаты жили бы в мире",1

"Это уже идиотизм, сколько это будет продолжаться?",0

Европейцы пидорасы одни они люди остальные не люди чтоли? Пидори . Для них и негри и ускиглазы не люди. А сами свиня конченные,0

Ну останется только в серию А заявиться,1

Так то кдб больше Холланда получает вроде,1

Мешок денег,1

Мне кажется у МЮ не получится его купить,1

Куни не будет,1

"Меня эта баба ноющая и так бесит, а МЮ вообще терпеть не могу. Ещё больше ненависти будет, если эту гниду купят",0

"Если перейдёт в это болото, то карьере хана",0

Очень сильно похоже на отчаяние,1

"Шикарный игрок,но бразильцы падкие на €",1

отдайте скорее плаксу манюнайтед плачееет.,0

Ничему их жизнь не учит)),1

"Все дело в ставках, а представьте ситуацию когда ставка проходит из 14 матчей, ты со 100 руб должен выиграть 40 тыс. остаётся последний матч, 90-ая минута, и один остолоп запрыгивает на спину игроку соперника после подачи со штрафного, ставится пенальти, этот пенальти забивают соперники и вся ставка на 40к слетает в последнюю минуту матча, КАК ТУТ *ЛЯ НЕ ЗЛИТЬСЯ НА ЭТОГО ОСЛА!",0

"линекер чмо, кого волнует его мнение",0

было бы круто)),1

